country_code,country_name,region,forecast_year,horizon,predicted_enrollment,lower_bound,upper_bound,model_version,scenario
MV,Maldives,Other,2034,10,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2025,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2026,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2027,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2028,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2029,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2030,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2031,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2032,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2033,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2034,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2035,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2036,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2037,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2038,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2039,15,128553,118269,138837,v1.2.0,baseline
MV,Maldives,Other,2025,5,124565,114600,134531,v1.2.0,optimistic
MV,Maldives,Other,2026,5,124565,114600,134531,v1.2.0,optimistic
MV,Maldives,Other,2027,5,119140,109609,128672,v1.2.0,optimistic
MV,Maldives,Other,2028,5,119140,109609,128672,v1.2.0,optimistic
MV,Maldives,Other,2029,5,95491,87851,103130,v1.2.0,optimistic
MV,Maldives,Other,2025,10,124565,114600,134531,v1.2.0,optimistic
MV,Maldives,Other,2026,10,124565,114600,134531,v1.2.0,optimistic
MV,Maldives,Other,2027,10,119140,109609,128672,v1.2.0,optimistic
MV,Maldives,Other,2028,10,119140,109609,128672,v1.2.0,optimistic
MV,Maldives,Other,2029,10,95491,87851,103130,v1.2.0,optimistic
MV,Maldives,Other,2030,10,95491,87851,103130,v1.2.0,optimistic
MV,Maldives,Other,2031,10,85157,78344,91970,v1.2.0,optimistic
MV,Maldives,Other,2032,10,85157,78344,91970,v1.2.0,optimistic
MV,Maldives,Other,2033,10,85157,78344,91970,v1.2.0,optimistic
MV,Maldives,Other,2034,10,85157,78344,91970,v1.2.0,optimistic
MV,Maldives,Other,2025,15,124565,114600,134531,v1.2.0,optimistic
MV,Maldives,Other,2026,15,124565,114600,134531,v1.2.0,optimistic
MV,Maldives,Other,2027,15,119140,109609,128672,v1.2.0,optimistic
MV,Maldives,Other,2028,15,119140,109609,128672,v1.2.0,optimistic
MV,Maldives,Other,2029,15,95491,87851,103130,v1.2.0,optimistic
MV,Maldives,Other,2030,15,95491,87851,103130,v1.2.0,optimistic
MV,Maldives,Other,2031,15,85157,78344,91970,v1.2.0,optimistic
MV,Maldives,Other,2032,15,85157,78344,91970,v1.2.0,optimistic
MV,Maldives,Other,2033,15,85157,78344,91970,v1.2.0,optimistic
MV,Maldives,Other,2034,15,85157,78344,91970,v1.2.0,optimistic
MV,Maldives,Other,2035,15,85157,78344,91970,v1.2.0,optimistic
MV,Maldives,Other,2036,15,85157,78344,91970,v1.2.0,optimistic
MV,Maldives,Other,2037,15,85157,78344,91970,v1.2.0,optimistic
MV,Maldives,Other,2038,15,85157,78344,91970,v1.2.0,optimistic
MV,Maldives,Other,2039,15,85157,78344,91970,v1.2.0,optimistic
MV,Maldives,Other,2025,5,128553,118269,138837,v1.2.0,pessimistic
MV,Maldives,Other,2026,5,128553,118269,138837,v1.2.0,pessimistic
MV,Maldives,Other,2027,5,144834,133247,156420,v1.2.0,pessimistic
MV,Maldives,Other,2028,5,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2029,5,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2025,10,128553,118269,138837,v1.2.0,pessimistic
MV,Maldives,Other,2026,10,128553,118269,138837,v1.2.0,pessimistic
MV,Maldives,Other,2027,10,144834,133247,156420,v1.2.0,pessimistic
MV,Maldives,Other,2028,10,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2029,10,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2030,10,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2031,10,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2032,10,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2033,10,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2034,10,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2025,15,128553,118269,138837,v1.2.0,pessimistic
MV,Maldives,Other,2026,15,128553,118269,138837,v1.2.0,pessimistic
MV,Maldives,Other,2027,15,144834,133247,156420,v1.2.0,pessimistic
MV,Maldives,Other,2028,15,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2029,15,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2030,15,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2031,15,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2032,15,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2033,15,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2034,15,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2035,15,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2036,15,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2037,15,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2038,15,152169,139995,164342,v1.2.0,pessimistic
MV,Maldives,Other,2039,15,152169,139995,164342,v1.2.0,pessimistic
MW,Malawi,Other,2025,5,5429154,4994822,5863486,v1.2.0,baseline
MW,Malawi,Other,2026,5,5204120,4787790,5620450,v1.2.0,baseline
MW,Malawi,Other,2027,5,4933642,4538951,5328333,v1.2.0,baseline
MW,Malawi,Other,2028,5,4933642,4538951,5328333,v1.2.0,baseline
MW,Malawi,Other,2029,5,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2025,10,5429154,4994822,5863486,v1.2.0,baseline
MW,Malawi,Other,2026,10,5204120,4787790,5620450,v1.2.0,baseline
MW,Malawi,Other,2027,10,4933642,4538951,5328333,v1.2.0,baseline
MW,Malawi,Other,2028,10,4933642,4538951,5328333,v1.2.0,baseline
MW,Malawi,Other,2029,10,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2030,10,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2031,10,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2032,10,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2033,10,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2034,10,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2025,15,5429154,4994822,5863486,v1.2.0,baseline
MW,Malawi,Other,2026,15,5204120,4787790,5620450,v1.2.0,baseline
MW,Malawi,Other,2027,15,4933642,4538951,5328333,v1.2.0,baseline
MW,Malawi,Other,2028,15,4933642,4538951,5328333,v1.2.0,baseline
MW,Malawi,Other,2029,15,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2030,15,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2031,15,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2032,15,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2033,15,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2034,15,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2035,15,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2036,15,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2037,15,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2038,15,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2039,15,4793242,4409783,5176701,v1.2.0,baseline
MW,Malawi,Other,2025,5,5430740,4996281,5865199,v1.2.0,optimistic
MW,Malawi,Other,2026,5,5210583,4793736,5627430,v1.2.0,optimistic
MW,Malawi,Other,2027,5,4940105,4544897,5335313,v1.2.0,optimistic
MW,Malawi,Other,2028,5,4940105,4544897,5335313,v1.2.0,optimistic
MW,Malawi,Other,2029,5,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2025,10,5430740,4996281,5865199,v1.2.0,optimistic
MW,Malawi,Other,2026,10,5210583,4793736,5627430,v1.2.0,optimistic
MW,Malawi,Other,2027,10,4940105,4544897,5335313,v1.2.0,optimistic
MW,Malawi,Other,2028,10,4940105,4544897,5335313,v1.2.0,optimistic
MW,Malawi,Other,2029,10,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2030,10,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2031,10,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2032,10,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2033,10,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2034,10,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2025,15,5430740,4996281,5865199,v1.2.0,optimistic
MW,Malawi,Other,2026,15,5210583,4793736,5627430,v1.2.0,optimistic
MW,Malawi,Other,2027,15,4940105,4544897,5335313,v1.2.0,optimistic
MW,Malawi,Other,2028,15,4940105,4544897,5335313,v1.2.0,optimistic
MW,Malawi,Other,2029,15,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2030,15,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2031,15,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2032,15,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2033,15,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2034,15,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2035,15,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2036,15,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2037,15,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2038,15,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2039,15,4799705,4415729,5183681,v1.2.0,optimistic
MW,Malawi,Other,2025,5,5429154,4994822,5863486,v1.2.0,pessimistic
MW,Malawi,Other,2026,5,5204120,4787790,5620450,v1.2.0,pessimistic
MW,Malawi,Other,2027,5,4933642,4538951,5328333,v1.2.0,pessimistic
MW,Malawi,Other,2028,5,4933642,4538951,5328333,v1.2.0,pessimistic
MW,Malawi,Other,2029,5,4745848,4366180,5125515,v1.2.0,pessimistic
MW,Malawi,Other,2025,10,5429154,4994822,5863486,v1.2.0,pessimistic
MW,Malawi,Other,2026,10,5204120,4787790,5620450,v1.2.0,pessimistic
MW,Malawi,Other,2027,10,4933642,4538951,5328333,v1.2.0,pessimistic
MW,Malawi,Other,2028,10,4933642,4538951,5328333,v1.2.0,pessimistic
MW,Malawi,Other,2029,10,4745848,4366180,5125515,v1.2.0,pessimistic
MW,Malawi,Other,2030,10,4745848,4366180,5125515,v1.2.0,pessimistic
MW,Malawi,Other,2031,10,4808710,4424013,5193406,v1.2.0,pessimistic
MW,Malawi,Other,2032,10,4808710,4424013,5193406,v1.2.0,pessimistic
MW,Malawi,Other,2033,10,4867978,4478540,5257417,v1.2.0,pessimistic
MW,Malawi,Other,2034,10,4867978,4478540,5257417,v1.2.0,pessimistic
MW,Malawi,Other,2025,15,5429154,4994822,5863486,v1.2.0,pessimistic
MW,Malawi,Other,2026,15,5204120,4787790,5620450,v1.2.0,pessimistic
MW,Malawi,Other,2027,15,4933642,4538951,5328333,v1.2.0,pessimistic
MW,Malawi,Other,2028,15,4933642,4538951,5328333,v1.2.0,pessimistic
MW,Malawi,Other,2029,15,4745848,4366180,5125515,v1.2.0,pessimistic
MW,Malawi,Other,2030,15,4745848,4366180,5125515,v1.2.0,pessimistic
MW,Malawi,Other,2031,15,4808710,4424013,5193406,v1.2.0,pessimistic
MW,Malawi,Other,2032,15,4808710,4424013,5193406,v1.2.0,pessimistic
MW,Malawi,Other,2033,15,4867978,4478540,5257417,v1.2.0,pessimistic
MW,Malawi,Other,2034,15,4867978,4478540,5257417,v1.2.0,pessimistic
MW,Malawi,Other,2035,15,4867978,4478540,5257417,v1.2.0,pessimistic
MW,Malawi,Other,2036,15,4867978,4478540,5257417,v1.2.0,pessimistic
MW,Malawi,Other,2037,15,4867978,4478540,5257417,v1.2.0,pessimistic
MW,Malawi,Other,2038,15,4867978,4478540,5257417,v1.2.0,pessimistic
MW,Malawi,Other,2039,15,4867978,4478540,5257417,v1.2.0,pessimistic
MX,Mexico,Other,2025,5,24709736,22732957,26686515,v1.2.0,baseline
MX,Mexico,Other,2026,5,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2027,5,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2028,5,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2029,5,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2025,10,24709736,22732957,26686515,v1.2.0,baseline
MX,Mexico,Other,2026,10,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2027,10,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2028,10,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2029,10,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2030,10,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2031,10,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2032,10,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2033,10,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2034,10,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2025,15,24709736,22732957,26686515,v1.2.0,baseline
MX,Mexico,Other,2026,15,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2027,15,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2028,15,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2029,15,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2030,15,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2031,15,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2032,15,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2033,15,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2034,15,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2035,15,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2036,15,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2037,15,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2038,15,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2039,15,24253710,22313413,26194007,v1.2.0,baseline
MX,Mexico,Other,2025,5,24699410,22723457,26675363,v1.2.0,optimistic
MX,Mexico,Other,2026,5,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2027,5,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2028,5,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2029,5,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2025,10,24699410,22723457,26675363,v1.2.0,optimistic
MX,Mexico,Other,2026,10,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2027,10,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2028,10,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2029,10,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2030,10,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2031,10,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2032,10,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2033,10,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2034,10,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2025,15,24699410,22723457,26675363,v1.2.0,optimistic
MX,Mexico,Other,2026,15,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2027,15,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2028,15,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2029,15,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2030,15,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2031,15,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2032,15,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2033,15,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2034,15,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2035,15,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2036,15,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2037,15,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2038,15,24243384,22303913,26182855,v1.2.0,optimistic
MX,Mexico,Other,2039,15,24217268,22279887,26154649,v1.2.0,optimistic
MX,Mexico,Other,2025,5,24709736,22732957,26686515,v1.2.0,pessimistic
MX,Mexico,Other,2026,5,24253710,22313413,26194007,v1.2.0,pessimistic
MX,Mexico,Other,2027,5,24524936,22562941,26486931,v1.2.0,pessimistic
MX,Mexico,Other,2028,5,24524936,22562941,26486931,v1.2.0,pessimistic
MX,Mexico,Other,2029,5,24524936,22562941,26486931,v1.2.0,pessimistic
MX,Mexico,Other,2025,10,24709736,22732957,26686515,v1.2.0,pessimistic
MX,Mexico,Other,2026,10,24253710,22313413,26194007,v1.2.0,pessimistic
MX,Mexico,Other,2027,10,24524936,22562941,26486931,v1.2.0,pessimistic
MX,Mexico,Other,2028,10,24524936,22562941,26486931,v1.2.0,pessimistic
MX,Mexico,Other,2029,10,24524936,22562941,26486931,v1.2.0,pessimistic
MX,Mexico,Other,2030,10,24524936,22562941,26486931,v1.2.0,pessimistic
MX,Mexico,Other,2031,10,24640996,22669716,26612276,v1.2.0,pessimistic
MX,Mexico,Other,2032,10,24640996,22669716,26612276,v1.2.0,pessimistic
MX,Mexico,Other,2033,10,24640996,22669716,26612276,v1.2.0,pessimistic
MX,Mexico,Other,2034,10,24890156,22898944,26881368,v1.2.0,pessimistic
MX,Mexico,Other,2025,15,24709736,22732957,26686515,v1.2.0,pessimistic
MX,Mexico,Other,2026,15,24253710,22313413,26194007,v1.2.0,pessimistic
MX,Mexico,Other,2027,15,24524936,22562941,26486931,v1.2.0,pessimistic
MX,Mexico,Other,2028,15,24524936,22562941,26486931,v1.2.0,pessimistic
MX,Mexico,Other,2029,15,24524936,22562941,26486931,v1.2.0,pessimistic
MX,Mexico,Other,2030,15,24524936,22562941,26486931,v1.2.0,pessimistic
MX,Mexico,Other,2031,15,24640996,22669716,26612276,v1.2.0,pessimistic
MX,Mexico,Other,2032,15,24640996,22669716,26612276,v1.2.0,pessimistic
MX,Mexico,Other,2033,15,24640996,22669716,26612276,v1.2.0,pessimistic
MX,Mexico,Other,2034,15,24890156,22898944,26881368,v1.2.0,pessimistic
MX,Mexico,Other,2035,15,24890156,22898944,26881368,v1.2.0,pessimistic
MX,Mexico,Other,2036,15,25139556,23128392,27150720,v1.2.0,pessimistic
MX,Mexico,Other,2037,15,25139556,23128392,27150720,v1.2.0,pessimistic
MX,Mexico,Other,2038,15,25139556,23128392,27150720,v1.2.0,pessimistic
MX,Mexico,Other,2039,15,25139556,23128392,27150720,v1.2.0,pessimistic
MY,Malaysia,Other,2025,5,6336355,5829447,6843263,v1.2.0,baseline
MY,Malaysia,Other,2026,5,6527724,6005506,7049942,v1.2.0,baseline
MY,Malaysia,Other,2027,5,6527724,6005506,7049942,v1.2.0,baseline
MY,Malaysia,Other,2028,5,6693092,6157645,7228539,v1.2.0,baseline
MY,Malaysia,Other,2029,5,7121880,6552130,7691630,v1.2.0,baseline
MY,Malaysia,Other,2025,10,6336355,5829447,6843263,v1.2.0,baseline
MY,Malaysia,Other,2026,10,6527724,6005506,7049942,v1.2.0,baseline
MY,Malaysia,Other,2027,10,6527724,6005506,7049942,v1.2.0,baseline
MY,Malaysia,Other,2028,10,6693092,6157645,7228539,v1.2.0,baseline
MY,Malaysia,Other,2029,10,7121880,6552130,7691630,v1.2.0,baseline
MY,Malaysia,Other,2030,10,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2031,10,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2032,10,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2033,10,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2034,10,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2025,15,6336355,5829447,6843263,v1.2.0,baseline
MY,Malaysia,Other,2026,15,6527724,6005506,7049942,v1.2.0,baseline
MY,Malaysia,Other,2027,15,6527724,6005506,7049942,v1.2.0,baseline
MY,Malaysia,Other,2028,15,6693092,6157645,7228539,v1.2.0,baseline
MY,Malaysia,Other,2029,15,7121880,6552130,7691630,v1.2.0,baseline
MY,Malaysia,Other,2030,15,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2031,15,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2032,15,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2033,15,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2034,15,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2035,15,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2036,15,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2037,15,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2038,15,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2039,15,7130233,6559814,7700652,v1.2.0,baseline
MY,Malaysia,Other,2025,5,6336355,5829447,6843263,v1.2.0,optimistic
MY,Malaysia,Other,2026,5,6527724,6005506,7049942,v1.2.0,optimistic
MY,Malaysia,Other,2027,5,6536112,6013223,7059001,v1.2.0,optimistic
MY,Malaysia,Other,2028,5,6701480,6165362,7237598,v1.2.0,optimistic
MY,Malaysia,Other,2029,5,7130268,6559847,7700689,v1.2.0,optimistic
MY,Malaysia,Other,2025,10,6336355,5829447,6843263,v1.2.0,optimistic
MY,Malaysia,Other,2026,10,6527724,6005506,7049942,v1.2.0,optimistic
MY,Malaysia,Other,2027,10,6536112,6013223,7059001,v1.2.0,optimistic
MY,Malaysia,Other,2028,10,6701480,6165362,7237598,v1.2.0,optimistic
MY,Malaysia,Other,2029,10,7130268,6559847,7700689,v1.2.0,optimistic
MY,Malaysia,Other,2030,10,7085199,6518383,7652015,v1.2.0,optimistic
MY,Malaysia,Other,2031,10,7081212,6514715,7647709,v1.2.0,optimistic
MY,Malaysia,Other,2032,10,7126886,6556735,7697037,v1.2.0,optimistic
MY,Malaysia,Other,2033,10,7043615,6480126,7607104,v1.2.0,optimistic
MY,Malaysia,Other,2034,10,7043615,6480126,7607104,v1.2.0,optimistic
MY,Malaysia,Other,2025,15,6336355,5829447,6843263,v1.2.0,optimistic
MY,Malaysia,Other,2026,15,6527724,6005506,7049942,v1.2.0,optimistic
MY,Malaysia,Other,2027,15,6536112,6013223,7059001,v1.2.0,optimistic
MY,Malaysia,Other,2028,15,6701480,6165362,7237598,v1.2.0,optimistic
MY,Malaysia,Other,2029,15,7130268,6559847,7700689,v1.2.0,optimistic
MY,Malaysia,Other,2030,15,7085199,6518383,7652015,v1.2.0,optimistic
MY,Malaysia,Other,2031,15,7081212,6514715,7647709,v1.2.0,optimistic
MY,Malaysia,Other,2032,15,7126886,6556735,7697037,v1.2.0,optimistic
MY,Malaysia,Other,2033,15,7043615,6480126,7607104,v1.2.0,optimistic
MY,Malaysia,Other,2034,15,7043615,6480126,7607104,v1.2.0,optimistic
MY,Malaysia,Other,2035,15,7043615,6480126,7607104,v1.2.0,optimistic
MY,Malaysia,Other,2036,15,6937512,6382511,7492513,v1.2.0,optimistic
MY,Malaysia,Other,2037,15,6929159,6374826,7483492,v1.2.0,optimistic
MY,Malaysia,Other,2038,15,6918826,6365320,7472332,v1.2.0,optimistic
MY,Malaysia,Other,2039,15,6918826,6365320,7472332,v1.2.0,optimistic
MY,Malaysia,Other,2025,5,6336355,5829447,6843263,v1.2.0,pessimistic
MY,Malaysia,Other,2026,5,6527724,6005506,7049942,v1.2.0,pessimistic
MY,Malaysia,Other,2027,5,6527724,6005506,7049942,v1.2.0,pessimistic
MY,Malaysia,Other,2028,5,6693092,6157645,7228539,v1.2.0,pessimistic
MY,Malaysia,Other,2029,5,7121880,6552130,7691630,v1.2.0,pessimistic
MY,Malaysia,Other,2025,10,6336355,5829447,6843263,v1.2.0,pessimistic
MY,Malaysia,Other,2026,10,6527724,6005506,7049942,v1.2.0,pessimistic
MY,Malaysia,Other,2027,10,6527724,6005506,7049942,v1.2.0,pessimistic
MY,Malaysia,Other,2028,10,6693092,6157645,7228539,v1.2.0,pessimistic
MY,Malaysia,Other,2029,10,7121880,6552130,7691630,v1.2.0,pessimistic
MY,Malaysia,Other,2030,10,7130233,6559814,7700652,v1.2.0,pessimistic
MY,Malaysia,Other,2031,10,7130233,6559814,7700652,v1.2.0,pessimistic
MY,Malaysia,Other,2032,10,7057510,6492909,7622110,v1.2.0,pessimistic
MY,Malaysia,Other,2033,10,7057510,6492909,7622110,v1.2.0,pessimistic
MY,Malaysia,Other,2034,10,7057510,6492909,7622110,v1.2.0,pessimistic
MY,Malaysia,Other,2025,15,6336355,5829447,6843263,v1.2.0,pessimistic
MY,Malaysia,Other,2026,15,6527724,6005506,7049942,v1.2.0,pessimistic
MY,Malaysia,Other,2027,15,6527724,6005506,7049942,v1.2.0,pessimistic
MY,Malaysia,Other,2028,15,6693092,6157645,7228539,v1.2.0,pessimistic
MY,Malaysia,Other,2029,15,7121880,6552130,7691630,v1.2.0,pessimistic
MY,Malaysia,Other,2030,15,7130233,6559814,7700652,v1.2.0,pessimistic
MY,Malaysia,Other,2031,15,7130233,6559814,7700652,v1.2.0,pessimistic
MY,Malaysia,Other,2032,15,7057510,6492909,7622110,v1.2.0,pessimistic
MY,Malaysia,Other,2033,15,7057510,6492909,7622110,v1.2.0,pessimistic
MY,Malaysia,Other,2034,15,7057510,6492909,7622110,v1.2.0,pessimistic
MY,Malaysia,Other,2035,15,7057510,6492909,7622110,v1.2.0,pessimistic
MY,Malaysia,Other,2036,15,7057510,6492909,7622110,v1.2.0,pessimistic
MY,Malaysia,Other,2037,15,7057510,6492909,7622110,v1.2.0,pessimistic
MY,Malaysia,Other,2038,15,7057510,6492909,7622110,v1.2.0,pessimistic
MY,Malaysia,Other,2039,15,7057510,6492909,7622110,v1.2.0,pessimistic
MZ,Mozambique,Other,2025,5,7613006,7003965,8222046,v1.2.0,baseline
MZ,Mozambique,Other,2026,5,7613006,7003965,8222046,v1.2.0,baseline
MZ,Mozambique,Other,2027,5,7613006,7003965,8222046,v1.2.0,baseline
MZ,Mozambique,Other,2028,5,7613006,7003965,8222046,v1.2.0,baseline
MZ,Mozambique,Other,2029,5,7613006,7003965,8222046,v1.2.0,baseline
